id,name,name1,name2,name3,name4,name5,name6,name7,name8,name9,name10,name11,name12,name13,name14,name15,name16,name17,name18,name19,name20,name21,name22,name23,name24,name25,name26,name27,name28,name29,name30,name31,name32,name33
19,duc,duc1,duc2,duc3,duc4,duc5,duc6,duc7,duc8,duc9,duc10,duc11,duc12,duc13,duc14,duc15,duc16,duc17,duc18,duc19,duc20,duc21,duc22,duc23,duc24,duc25,duc26,duc27,duc28,duc29,duc30,duc31,duc32,duc33
20,duc,duc1,duc2,duc3,duc4,duc5,duc6,duc7,duc8,duc9,duc10,duc11,duc12,duc13,duc14,duc15,duc16,duc17,duc18,duc19,duc20,duc21,duc22,duc23,duc24,duc25,duc26,duc27,duc28,duc29,duc30,duc31,duc32,duc33
21,duc,duc1,duc2,duc3,duc4,duc5,duc6,duc7,duc8,duc9,duc10,duc11,duc12,duc13,duc14,duc15,duc16,duc17,duc18,duc19,duc20,duc21,duc22,duc23,duc24,duc25,duc26,duc27,duc28,duc29,duc30,duc31,duc32,duc33
22,duc,duc1,duc2,duc3,duc4,duc5,duc6,duc7,duc8,duc9,duc10,duc11,duc12,duc13,duc14,duc15,duc16,duc17,duc18,duc19,duc20,duc21,duc22,duc23,duc24,duc25,duc26,duc27,duc28,duc29,duc30,duc31,duc32,duc33
23,duc,duc1,duc2,duc3,duc4,duc5,duc6,duc7,duc8,duc9,duc10,duc11,duc12,duc13,duc14,duc15,duc16,duc17,duc18,duc19,duc20,duc21,duc22,duc23,duc24,duc25,duc26,duc27,duc28,duc29,duc30,duc31,duc32,duc33
24,duc,duc1,duc2,duc3,duc4,duc5,duc6,duc7,duc8,duc9,duc10,duc11,duc12,duc13,duc14,duc15,duc16,duc17,duc18,duc19,duc20,duc21,duc22,duc23,duc24,duc25,duc26,duc27,duc28,duc29,duc30,duc31,duc32,duc33
25,duc,duc1,duc2,duc3,duc4,duc5,duc6,duc7,duc8,duc9,duc10,duc11,duc12,duc13,duc14,duc15,duc16,duc17,duc18,duc19,duc20,duc21,duc22,duc23,duc24,duc25,duc26,duc27,duc28,duc29,duc30,duc31,duc32,duc33
26,duc,duc1,duc2,duc3,duc4,duc5,duc6,duc7,duc8,duc9,duc10,duc11,duc12,duc13,duc14,duc15,duc16,duc17,duc18,duc19,duc20,duc21,duc22,duc23,duc24,duc25,duc26,duc27,duc28,duc29,duc30,duc31,duc32,duc33
27,duc,duc1,duc2,duc3,duc4,duc5,duc6,duc7,duc8,duc9,duc10,duc11,duc12,duc13,duc14,duc15,duc16,duc17,duc18,duc19,duc20,duc21,duc22,duc23,duc24,duc25,duc26,duc27,duc28,duc29,duc30,duc31,duc32,duc33
28,duc,duc1,duc2,duc3,duc4,duc5,duc6,duc7,duc8,duc9,duc10,duc11,duc12,duc13,duc14,duc15,duc16,duc17,duc18,duc19,duc20,duc21,duc22,duc23,duc24,duc25,duc26,duc27,duc28,duc29,duc30,duc31,duc32,duc33
29,duc,duc1,duc2,duc3,duc4,duc5,duc6,duc7,duc8,duc9,duc10,duc11,duc12,duc13,duc14,duc15,duc16,duc17,duc18,duc19,duc20,duc21,duc22,duc23,duc24,duc25,duc26,duc27,duc28,duc29,duc30,duc31,duc32,duc33
30,duc,duc1,duc2,duc3,duc4,duc5,duc6,duc7,duc8,duc9,duc10,duc11,duc12,duc13,duc14,duc15,duc16,duc17,duc18,duc19,duc20,duc21,duc22,duc23,duc24,duc25,duc26,duc27,duc28,duc29,duc30,duc31,duc32,duc33
31,duc,duc1,duc2,duc3,duc4,duc5,duc6,duc7,duc8,duc9,duc10,duc11,duc12,duc13,duc14,duc15,duc16,duc17,duc18,duc19,duc20,duc21,duc22,duc23,duc24,duc25,duc26,duc27,duc28,duc29,duc30,duc31,duc32,duc33
32,duc,duc1,duc2,duc3,duc4,duc5,duc6,duc7,duc8,duc9,duc10,duc11,duc12,duc13,duc14,duc15,duc16,duc17,duc18,duc19,duc20,duc21,duc22,duc23,duc24,duc25,duc26,duc27,duc28,duc29,duc30,duc31,duc32,duc33
33,duc,duc1,duc2,duc3,duc4,duc5,duc6,duc7,duc8,duc9,duc10,duc11,duc12,duc13,duc14,duc15,duc16,duc17,duc18,duc19,duc20,duc21,duc22,duc23,duc24,duc25,duc26,duc27,duc28,duc29,duc30,duc31,duc32,duc33
34,duc,duc1,duc2,duc3,duc4,duc5,duc6,duc7,duc8,duc9,duc10,duc11,duc12,duc13,duc14,duc15,duc16,duc17,duc18,duc19,duc20,duc21,duc22,duc23,duc24,duc25,duc26,duc27,duc28,duc29,duc30,duc31,duc32,duc33
35,duc,duc1,duc2,duc3,duc4,duc5,duc6,duc7,duc8,duc9,duc10,duc11,duc12,duc13,duc14,duc15,duc16,duc17,duc18,duc19,duc20,duc21,duc22,duc23,duc24,duc25,duc26,duc27,duc28,duc29,duc30,duc31,duc32,duc33
36,duc,duc1,duc2,duc3,duc4,duc5,duc6,duc7,duc8,duc9,duc10,duc11,duc12,duc13,duc14,duc15,duc16,duc17,duc18,duc19,duc20,duc21,duc22,duc23,duc24,duc25,duc26,duc27,duc28,duc29,duc30,duc31,duc32,duc33
37,duc,duc1,duc2,duc3,duc4,duc5,duc6,duc7,duc8,duc9,duc10,duc11,duc12,duc13,duc14,duc15,duc16,duc17,duc18,duc19,duc20,duc21,duc22,duc23,duc24,duc25,duc26,duc27,duc28,duc29,duc30,duc31,duc32,duc33
38,duc,duc1,duc2,duc3,duc4,duc5,duc6,duc7,duc8,duc9,duc10,duc11,duc12,duc13,duc14,duc15,duc16,duc17,duc18,duc19,duc20,duc21,duc22,duc23,duc24,duc25,duc26,duc27,duc28,duc29,duc30,duc31,duc32,duc33
39,duc,duc1,duc2,duc3,duc4,duc5,duc6,duc7,duc8,duc9,duc10,duc11,duc12,duc13,duc14,duc15,duc16,duc17,duc18,duc19,duc20,duc21,duc22,duc23,duc24,duc25,duc26,duc27,duc28,duc29,duc30,duc31,duc32,duc33
40,duc,duc1,duc2,duc3,duc4,duc5,duc6,duc7,duc8,duc9,duc10,duc11,duc12,duc13,duc14,duc15,duc16,duc17,duc18,duc19,duc20,duc21,duc22,duc23,duc24,duc25,duc26,duc27,duc28,duc29,duc30,duc31,duc32,duc33
41,duc,duc1,duc2,duc3,duc4,duc5,duc6,duc7,duc8,duc9,duc10,duc11,duc12,duc13,duc14,duc15,duc16,duc17,duc18,duc19,duc20,duc21,duc22,duc23,duc24,duc25,duc26,duc27,duc28,duc29,duc30,duc31,duc32,duc33
42,duc,duc1,duc2,duc3,duc4,duc5,duc6,duc7,duc8,duc9,duc10,duc11,duc12,duc13,duc14,duc15,duc16,duc17,duc18,duc19,duc20,duc21,duc22,duc23,duc24,duc25,duc26,duc27,duc28,duc29,duc30,duc31,duc32,duc33
43,duc,duc1,duc2,duc3,duc4,duc5,duc6,duc7,duc8,duc9,duc10,duc11,duc12,duc13,duc14,duc15,duc16,duc17,duc18,duc19,duc20,duc21,duc22,duc23,duc24,duc25,duc26,duc27,duc28,duc29,duc30,duc31,duc32,duc33
44,duc,duc1,duc2,duc3,duc4,duc5,duc6,duc7,duc8,duc9,duc10,duc11,duc12,duc13,duc14,duc15,duc16,duc17,duc18,duc19,duc20,duc21,duc22,duc23,duc24,duc25,duc26,duc27,duc28,duc29,duc30,duc31,duc32,duc33
45,duc,duc1,duc2,duc3,duc4,duc5,duc6,duc7,duc8,duc9,duc10,duc11,duc12,duc13,duc14,duc15,duc16,duc17,duc18,duc19,duc20,duc21,duc22,duc23,duc24,duc25,duc26,duc27,duc28,duc29,duc30,duc31,duc32,duc33
46,duc,duc1,duc2,duc3,duc4,duc5,duc6,duc7,duc8,duc9,duc10,duc11,duc12,duc13,duc14,duc15,duc16,duc17,duc18,duc19,duc20,duc21,duc22,duc23,duc24,duc25,duc26,duc27,duc28,duc29,duc30,duc31,duc32,duc33
47,duc,duc1,duc2,duc3,duc4,duc5,duc6,duc7,duc8,duc9,duc10,duc11,duc12,duc13,duc14,duc15,duc16,duc17,duc18,duc19,duc20,duc21,duc22,duc23,duc24,duc25,duc26,duc27,duc28,duc29,duc30,duc31,duc32,duc33
48,duc,duc1,duc2,duc3,duc4,duc5,duc6,duc7,duc8,duc9,duc10,duc11,duc12,duc13,duc14,duc15,duc16,duc17,duc18,duc19,duc20,duc21,duc22,duc23,duc24,duc25,duc26,duc27,duc28,duc29,duc30,duc31,duc32,duc33
49,duc,duc1,duc2,duc3,duc4,duc5,duc6,duc7,duc8,duc9,duc10,duc11,duc12,duc13,duc14,duc15,duc16,duc17,duc18,duc19,duc20,duc21,duc22,duc23,duc24,duc25,duc26,duc27,duc28,duc29,duc30,duc31,duc32,duc33
50,duc,duc1,duc2,duc3,duc4,duc5,duc6,duc7,duc8,duc9,duc10,duc11,duc12,duc13,duc14,duc15,duc16,duc17,duc18,duc19,duc20,duc21,duc22,duc23,duc24,duc25,duc26,duc27,duc28,duc29,duc30,duc31,duc32,duc33
51,duc,duc1,duc2,duc3,duc4,duc5,duc6,duc7,duc8,duc9,duc10,duc11,duc12,duc13,duc14,duc15,duc16,duc17,duc18,duc19,duc20,duc21,duc22,duc23,duc24,duc25,duc26,duc27,duc28,duc29,duc30,duc31,duc32,duc33
52,duc,duc1,duc2,duc3,duc4,duc5,duc6,duc7,duc8,duc9,duc10,duc11,duc12,duc13,duc14,duc15,duc16,duc17,duc18,duc19,duc20,duc21,duc22,duc23,duc24,duc25,duc26,duc27,duc28,duc29,duc30,duc31,duc32,duc33
53,duc,duc1,duc2,duc3,duc4,duc5,duc6,duc7,duc8,duc9,duc10,duc11,duc12,duc13,duc14,duc15,duc16,duc17,duc18,duc19,duc20,duc21,duc22,duc23,duc24,duc25,duc26,duc27,duc28,duc29,duc30,duc31,duc32,duc33
54,duc,duc1,duc2,duc3,duc4,duc5,duc6,duc7,duc8,duc9,duc10,duc11,duc12,duc13,duc14,duc15,duc16,duc17,duc18,duc19,duc20,duc21,duc22,duc23,duc24,duc25,duc26,duc27,duc28,duc29,duc30,duc31,duc32,duc33
55,duc,duc1,duc2,duc3,duc4,duc5,duc6,duc7,duc8,duc9,duc10,duc11,duc12,duc13,duc14,duc15,duc16,duc17,duc18,duc19,duc20,duc21,duc22,duc23,duc24,duc25,duc26,duc27,duc28,duc29,duc30,duc31,duc32,duc33
56,duc,duc1,duc2,duc3,duc4,duc5,duc6,duc7,duc8,duc9,duc10,duc11,duc12,duc13,duc14,duc15,duc16,duc17,duc18,duc19,duc20,duc21,duc22,duc23,duc24,duc25,duc26,duc27,duc28,duc29,duc30,duc31,duc32,duc33
57,duc,duc1,duc2,duc3,duc4,duc5,duc6,duc7,duc8,duc9,duc10,duc11,duc12,duc13,duc14,duc15,duc16,duc17,duc18,duc19,duc20,duc21,duc22,duc23,duc24,duc25,duc26,duc27,duc28,duc29,duc30,duc31,duc32,duc33
58,duc,duc1,duc2,duc3,duc4,duc5,duc6,duc7,duc8,duc9,duc10,duc11,duc12,duc13,duc14,duc15,duc16,duc17,duc18,duc19,duc20,duc21,duc22,duc23,duc24,duc25,duc26,duc27,duc28,duc29,duc30,duc31,duc32,duc33
59,duc,duc1,duc2,duc3,duc4,duc5,duc6,duc7,duc8,duc9,duc10,duc11,duc12,duc13,duc14,duc15,duc16,duc17,duc18,duc19,duc20,duc21,duc22,duc23,duc24,duc25,duc26,duc27,duc28,duc29,duc30,duc31,duc32,duc33
60,duc,duc1,duc2,duc3,duc4,duc5,duc6,duc7,duc8,duc9,duc10,duc11,duc12,duc13,duc14,duc15,duc16,duc17,duc18,duc19,duc20,duc21,duc22,duc23,duc24,duc25,duc26,duc27,duc28,duc29,duc30,duc31,duc32,duc33
61,duc,duc1,duc2,duc3,duc4,duc5,duc6,duc7,duc8,duc9,duc10,duc11,duc12,duc13,duc14,duc15,duc16,duc17,duc18,duc19,duc20,duc21,duc22,duc23,duc24,duc25,duc26,duc27,duc28,duc29,duc30,duc31,duc32,duc33
62,duc,duc1,duc2,duc3,duc4,duc5,duc6,duc7,duc8,duc9,duc10,duc11,duc12,duc13,duc14,duc15,duc16,duc17,duc18,duc19,duc20,duc21,duc22,duc23,duc24,duc25,duc26,duc27,duc28,duc29,duc30,duc31,duc32,duc33
63,duc,duc1,duc2,duc3,duc4,duc5,duc6,duc7,duc8,duc9,duc10,duc11,duc12,duc13,duc14,duc15,duc16,duc17,duc18,duc19,duc20,duc21,duc22,duc23,duc24,duc25,duc26,duc27,duc28,duc29,duc30,duc31,duc32,duc33
64,duc,duc1,duc2,duc3,duc4,duc5,duc6,duc7,duc8,duc9,duc10,duc11,duc12,duc13,duc14,duc15,duc16,duc17,duc18,duc19,duc20,duc21,duc22,duc23,duc24,duc25,duc26,duc27,duc28,duc29,duc30,duc31,duc32,duc33
65,duc,duc1,duc2,duc3,duc4,duc5,duc6,duc7,duc8,duc9,duc10,duc11,duc12,duc13,duc14,duc15,duc16,duc17,duc18,duc19,duc20,duc21,duc22,duc23,duc24,duc25,duc26,duc27,duc28,duc29,duc30,duc31,duc32,duc33
66,duc,duc1,duc2,duc3,duc4,duc5,duc6,duc7,duc8,duc9,duc10,duc11,duc12,duc13,duc14,duc15,duc16,duc17,duc18,duc19,duc20,duc21,duc22,duc23,duc24,duc25,duc26,duc27,duc28,duc29,duc30,duc31,duc32,duc33
67,duc,duc1,duc2,duc3,duc4,duc5,duc6,duc7,duc8,duc9,duc10,duc11,duc12,duc13,duc14,duc15,duc16,duc17,duc18,duc19,duc20,duc21,duc22,duc23,duc24,duc25,duc26,duc27,duc28,duc29,duc30,duc31,duc32,duc33
68,duc,duc1,duc2,duc3,duc4,duc5,duc6,duc7,duc8,duc9,duc10,duc11,duc12,duc13,duc14,duc15,duc16,duc17,duc18,duc19,duc20,duc21,duc22,duc23,duc24,duc25,duc26,duc27,duc28,duc29,duc30,duc31,duc32,duc33
69,duc,duc1,duc2,duc3,duc4,duc5,duc6,duc7,duc8,duc9,duc10,duc11,duc12,duc13,duc14,duc15,duc16,duc17,duc18,duc19,duc20,duc21,duc22,duc23,duc24,duc25,duc26,duc27,duc28,duc29,duc30,duc31,duc32,duc33
70,duc,duc1,duc2,duc3,duc4,duc5,duc6,duc7,duc8,duc9,duc10,duc11,duc12,duc13,duc14,duc15,duc16,duc17,duc18,duc19,duc20,duc21,duc22,duc23,duc24,duc25,duc26,duc27,duc28,duc29,duc30,duc31,duc32,duc33
71,duc,duc1,duc2,duc3,duc4,duc5,duc6,duc7,duc8,duc9,duc10,duc11,duc12,duc13,duc14,duc15,duc16,duc17,duc18,duc19,duc20,duc21,duc22,duc23,duc24,duc25,duc26,duc27,duc28,duc29,duc30,duc31,duc32,duc33
72,duc,duc1,duc2,duc3,duc4,duc5,duc6,duc7,duc8,duc9,duc10,duc11,duc12,duc13,duc14,duc15,duc16,duc17,duc18,duc19,duc20,duc21,duc22,duc23,duc24,duc25,duc26,duc27,duc28,duc29,duc30,duc31,duc32,duc33
73,duc,duc1,duc2,duc3,duc4,duc5,duc6,duc7,duc8,duc9,duc10,duc11,duc12,duc13,duc14,duc15,duc16,duc17,duc18,duc19,duc20,duc21,duc22,duc23,duc24,duc25,duc26,duc27,duc28,duc29,duc30,duc31,duc32,duc33
74,duc,duc1,duc2,duc3,duc4,duc5,duc6,duc7,duc8,duc9,duc10,duc11,duc12,duc13,duc14,duc15,duc16,duc17,duc18,duc19,duc20,duc21,duc22,duc23,duc24,duc25,duc26,duc27,duc28,duc29,duc30,duc31,duc32,duc33
75,duc,duc1,duc2,duc3,duc4,duc5,duc6,duc7,duc8,duc9,duc10,duc11,duc12,duc13,duc14,duc15,duc16,duc17,duc18,duc19,duc20,duc21,duc22,duc23,duc24,duc25,duc26,duc27,duc28,duc29,duc30,duc31,duc32,duc33
76,duc,duc1,duc2,duc3,duc4,duc5,duc6,duc7,duc8,duc9,duc10,duc11,duc12,duc13,duc14,duc15,duc16,duc17,duc18,duc19,duc20,duc21,duc22,duc23,duc24,duc25,duc26,duc27,duc28,duc29,duc30,duc31,duc32,duc33
77,duc,duc1,duc2,duc3,duc4,duc5,duc6,duc7,duc8,duc9,duc10,duc11,duc12,duc13,duc14,duc15,duc16,duc17,duc18,duc19,duc20,duc21,duc22,duc23,duc24,duc25,duc26,duc27,duc28,duc29,duc30,duc31,duc32,duc33
78,duc,duc1,duc2,duc3,duc4,duc5,duc6,duc7,duc8,duc9,duc10,duc11,duc12,duc13,duc14,duc15,duc16,duc17,duc18,duc19,duc20,duc21,duc22,duc23,duc24,duc25,duc26,duc27,duc28,duc29,duc30,duc31,duc32,duc33
79,duc,duc1,duc2,duc3,duc4,duc5,duc6,duc7,duc8,duc9,duc10,duc11,duc12,duc13,duc14,duc15,duc16,duc17,duc18,duc19,duc20,duc21,duc22,duc23,duc24,duc25,duc26,duc27,duc28,duc29,duc30,duc31,duc32,duc33
80,duc,duc1,duc2,duc3,duc4,duc5,duc6,duc7,duc8,duc9,duc10,duc11,duc12,duc13,duc14,duc15,duc16,duc17,duc18,duc19,duc20,duc21,duc22,duc23,duc24,duc25,duc26,duc27,duc28,duc29,duc30,duc31,duc32,duc33
81,duc,duc1,duc2,duc3,duc4,duc5,duc6,duc7,duc8,duc9,duc10,duc11,duc12,duc13,duc14,duc15,duc16,duc17,duc18,duc19,duc20,duc21,duc22,duc23,duc24,duc25,duc26,duc27,duc28,duc29,duc30,duc31,duc32,duc33
82,duc,duc1,duc2,duc3,duc4,duc5,duc6,duc7,duc8,duc9,duc10,duc11,duc12,duc13,duc14,duc15,duc16,duc17,duc18,duc19,duc20,duc21,duc22,duc23,duc24,duc25,duc26,duc27,duc28,duc29,duc30,duc31,duc32,duc33
83,duc,duc1,duc2,duc3,duc4,duc5,duc6,duc7,duc8,duc9,duc10,duc11,duc12,duc13,duc14,duc15,duc16,duc17,duc18,duc19,duc20,duc21,duc22,duc23,duc24,duc25,duc26,duc27,duc28,duc29,duc30,duc31,duc32,duc33
84,duc,duc1,duc2,duc3,duc4,duc5,duc6,duc7,duc8,duc9,duc10,duc11,duc12,duc13,duc14,duc15,duc16,duc17,duc18,duc19,duc20,duc21,duc22,duc23,duc24,duc25,duc26,duc27,duc28,duc29,duc30,duc31,duc32,duc33
85,duc,duc1,duc2,duc3,duc4,duc5,duc6,duc7,duc8,duc9,duc10,duc11,duc12,duc13,duc14,duc15,duc16,duc17,duc18,duc19,duc20,duc21,duc22,duc23,duc24,duc25,duc26,duc27,duc28,duc29,duc30,duc31,duc32,duc33
86,duc,duc1,duc2,duc3,duc4,duc5,duc6,duc7,duc8,duc9,duc10,duc11,duc12,duc13,duc14,duc15,duc16,duc17,duc18,duc19,duc20,duc21,duc22,duc23,duc24,duc25,duc26,duc27,duc28,duc29,duc30,duc31,duc32,duc33
87,duc,duc1,duc2,duc3,duc4,duc5,duc6,duc7,duc8,duc9,duc10,duc11,duc12,duc13,duc14,duc15,duc16,duc17,duc18,duc19,duc20,duc21,duc22,duc23,duc24,duc25,duc26,duc27,duc28,duc29,duc30,duc31,duc32,duc33
88,duc,duc1,duc2,duc3,duc4,duc5,duc6,duc7,duc8,duc9,duc10,duc11,duc12,duc13,duc14,duc15,duc16,duc17,duc18,duc19,duc20,duc21,duc22,duc23,duc24,duc25,duc26,duc27,duc28,duc29,duc30,duc31,duc32,duc33
89,duc,duc1,duc2,duc3,duc4,duc5,duc6,duc7,duc8,duc9,duc10,duc11,duc12,duc13,duc14,duc15,duc16,duc17,duc18,duc19,duc20,duc21,duc22,duc23,duc24,duc25,duc26,duc27,duc28,duc29,duc30,duc31,duc32,duc33
90,duc,duc1,duc2,duc3,duc4,duc5,duc6,duc7,duc8,duc9,duc10,duc11,duc12,duc13,duc14,duc15,duc16,duc17,duc18,duc19,duc20,duc21,duc22,duc23,duc24,duc25,duc26,duc27,duc28,duc29,duc30,duc31,duc32,duc33
91,duc,duc1,duc2,duc3,duc4,duc5,duc6,duc7,duc8,duc9,duc10,duc11,duc12,duc13,duc14,duc15,duc16,duc17,duc18,duc19,duc20,duc21,duc22,duc23,duc24,duc25,duc26,duc27,duc28,duc29,duc30,duc31,duc32,duc33
92,duc,duc1,duc2,duc3,duc4,duc5,duc6,duc7,duc8,duc9,duc10,duc11,duc12,duc13,duc14,duc15,duc16,duc17,duc18,duc19,duc20,duc21,duc22,duc23,duc24,duc25,duc26,duc27,duc28,duc29,duc30,duc31,duc32,duc33
93,duc,duc1,duc2,duc3,duc4,duc5,duc6,duc7,duc8,duc9,duc10,duc11,duc12,duc13,duc14,duc15,duc16,duc17,duc18,duc19,duc20,duc21,duc22,duc23,duc24,duc25,duc26,duc27,duc28,duc29,duc30,duc31,duc32,duc33
94,duc,duc1,duc2,duc3,duc4,duc5,duc6,duc7,duc8,duc9,duc10,duc11,duc12,duc13,duc14,duc15,duc16,duc17,duc18,duc19,duc20,duc21,duc22,duc23,duc24,duc25,duc26,duc27,duc28,duc29,duc30,duc31,duc32,duc33
95,duc,duc1,duc2,duc3,duc4,duc5,duc6,duc7,duc8,duc9,duc10,duc11,duc12,duc13,duc14,duc15,duc16,duc17,duc18,duc19,duc20,duc21,duc22,duc23,duc24,duc25,duc26,duc27,duc28,duc29,duc30,duc31,duc32,duc33
96,duc,duc1,duc2,duc3,duc4,duc5,duc6,duc7,duc8,duc9,duc10,duc11,duc12,duc13,duc14,duc15,duc16,duc17,duc18,duc19,duc20,duc21,duc22,duc23,duc24,duc25,duc26,duc27,duc28,duc29,duc30,duc31,duc32,duc33
97,duc,duc1,duc2,duc3,duc4,duc5,duc6,duc7,duc8,duc9,duc10,duc11,duc12,duc13,duc14,duc15,duc16,duc17,duc18,duc19,duc20,duc21,duc22,duc23,duc24,duc25,duc26,duc27,duc28,duc29,duc30,duc31,duc32,duc33
98,duc,duc1,duc2,duc3,duc4,duc5,duc6,duc7,duc8,duc9,duc10,duc11,duc12,duc13,duc14,duc15,duc16,duc17,duc18,duc19,duc20,duc21,duc22,duc23,duc24,duc25,duc26,duc27,duc28,duc29,duc30,duc31,duc32,duc33
99,duc,duc1,duc2,duc3,duc4,duc5,duc6,duc7,duc8,duc9,duc10,duc11,duc12,duc13,duc14,duc15,duc16,duc17,duc18,duc19,duc20,duc21,duc22,duc23,duc24,duc25,duc26,duc27,duc28,duc29,duc30,duc31,duc32,duc33
100,duc,duc1,duc2,duc3,duc4,duc5,duc6,duc7,duc8,duc9,duc10,duc11,duc12,duc13,duc14,duc15,duc16,duc17,duc18,duc19,duc20,duc21,duc22,duc23,duc24,duc25,duc26,duc27,duc28,duc29,duc30,duc31,duc32,duc33
