id,name,name1,name2,name3
262,duc,duc,duc,duc
263,duc,duc,duc,duc
264,duc,duc,duc,duc
265,duc,duc,duc,duc
266,duc,duc,duc,duc
267,duc,duc,duc,duc
268,duc,duc,duc,duc
269,duc,duc,duc,duc
270,duc,duc,duc,duc
271,duc,duc,duc,duc
272,duc,duc,duc,duc
273,duc,duc,duc,duc
274,duc,duc,duc,duc
275,duc,duc,duc,duc
276,duc,duc,duc,duc
277,duc,duc,duc,duc
278,duc,duc,duc,duc
279,duc,duc,duc,duc
280,duc,duc,duc,duc
281,duc,duc,duc,duc
282,duc,duc,duc,duc
283,duc,duc,duc,duc
284,duc,duc,duc,duc
285,duc,duc,duc,duc
286,duc,duc,duc,duc
287,duc,duc,duc,duc
288,duc,duc,duc,duc
289,duc,duc,duc,duc
290,duc,duc,duc,duc
291,duc,duc,duc,duc
292,duc,duc,duc,duc
293,duc,duc,duc,duc
294,duc,duc,duc,duc
295,duc,duc,duc,duc
296,duc,duc,duc,duc
297,duc,duc,duc,duc
298,duc,duc,duc,duc
299,duc,duc,duc,duc
300,duc,duc,duc,duc
301,duc,duc,duc,duc
302,duc,duc,duc,duc
303,duc,duc,duc,duc
304,duc,duc,duc,duc
305,duc,duc,duc,duc
306,duc,duc,duc,duc
307,duc,duc,duc,duc
308,duc,duc,duc,duc
309,duc,duc,duc,duc
310,duc,duc,duc,duc
311,duc,duc,duc,duc
312,duc,duc,duc,duc
313,duc,duc,duc,duc
314,duc,duc,duc,duc
315,duc,duc,duc,duc
316,duc,duc,duc,duc
317,duc,duc,duc,duc
318,duc,duc,duc,duc
319,duc,duc,duc,duc
320,duc,duc,duc,duc
321,duc,duc,duc,duc
322,duc,duc,duc,duc
323,duc,duc,duc,duc
324,duc,duc,duc,duc
325,duc,duc,duc,duc
326,duc,duc,duc,duc
327,duc,duc,duc,duc
328,duc,duc,duc,duc
329,duc,duc,duc,duc
330,duc,duc,duc,duc
331,duc,duc,duc,duc
332,duc,duc,duc,duc
333,duc,duc,duc,duc
334,duc,duc,duc,duc
335,duc,duc,duc,duc
336,duc,duc,duc,duc
337,duc,duc,duc,duc
338,duc,duc,duc,duc
339,duc,duc,duc,duc
340,duc,duc,duc,duc
341,duc,duc,duc,duc
342,duc,duc,duc,duc
343,duc,duc,duc,duc
344,duc,duc,duc,duc
345,duc,duc,duc,duc
346,duc,duc,duc,duc
347,duc,duc,duc,duc
348,duc,duc,duc,duc
349,duc,duc,duc,duc
350,duc,duc,duc,duc
351,duc,duc,duc,duc
352,duc,duc,duc,duc
353,duc,duc,duc,duc
354,duc,duc,duc,duc
355,duc,duc,duc,duc
356,duc,duc,duc,duc
357,duc,duc,duc,duc
358,duc,duc,duc,duc
359,duc,duc,duc,duc
360,duc,duc,duc,duc
361,duc,duc,duc,duc
362,duc,duc,duc,duc
363,duc,duc,duc,duc
364,duc,duc,duc,duc
365,duc,duc,duc,duc
366,duc,duc,duc,duc
367,duc,duc,duc,duc
368,duc,duc,duc,duc
369,duc,duc,duc,duc
370,duc,duc,duc,duc
371,duc,duc,duc,duc
372,duc,duc,duc,duc
373,duc,duc,duc,duc
374,duc,duc,duc,duc
375,duc,duc,duc,duc
376,duc,duc,duc,duc
377,duc,duc,duc,duc
378,duc,duc,duc,duc
379,duc,duc,duc,duc
380,duc,duc,duc,duc
381,duc,duc,duc,duc
382,duc,duc,duc,duc
383,duc,duc,duc,duc
384,duc,duc,duc,duc
385,duc,duc,duc,duc
386,duc,duc,duc,duc
387,duc,duc,duc,duc
388,duc,duc,duc,duc
389,duc,duc,duc,duc
390,duc,duc,duc,duc
391,duc,duc,duc,duc
392,duc,duc,duc,duc
393,duc,duc,duc,duc
394,duc,duc,duc,duc
395,duc,duc,duc,duc
396,duc,duc,duc,duc
397,duc,duc,duc,duc
398,duc,duc,duc,duc
399,duc,duc,duc,duc
400,duc,duc,duc,duc
401,duc,duc,duc,duc
402,duc,duc,duc,duc
403,duc,duc,duc,duc
404,duc,duc,duc,duc
405,duc,duc,duc,duc
406,duc,duc,duc,duc
407,duc,duc,duc,duc
408,duc,duc,duc,duc
409,duc,duc,duc,duc
410,duc,duc,duc,duc
411,duc,duc,duc,duc
412,duc,duc,duc,duc
413,duc,duc,duc,duc
414,duc,duc,duc,duc
415,duc,duc,duc,duc
416,duc,duc,duc,duc
417,duc,duc,duc,duc
418,duc,duc,duc,duc
419,duc,duc,duc,duc
420,duc,duc,duc,duc
421,duc,duc,duc,duc
422,duc,duc,duc,duc
423,duc,duc,duc,duc
424,duc,duc,duc,duc
425,duc,duc,duc,duc
426,duc,duc,duc,duc
427,duc,duc,duc,duc
428,duc,duc,duc,duc
429,duc,duc,duc,duc
430,duc,duc,duc,duc
431,duc,duc,duc,duc
432,duc,duc,duc,duc
433,duc,duc,duc,duc
434,duc,duc,duc,duc
435,duc,duc,duc,duc
436,duc,duc,duc,duc
437,duc,duc,duc,duc
438,duc,duc,duc,duc
439,duc,duc,duc,duc
440,duc,duc,duc,duc
441,duc,duc,duc,duc
442,duc,duc,duc,duc
443,duc,duc,duc,duc
444,duc,duc,duc,duc
445,duc,duc,duc,duc
446,duc,duc,duc,duc
447,duc,duc,duc,duc
448,duc,duc,duc,duc
449,duc,duc,duc,duc
450,duc,duc,duc,duc
451,duc,duc,duc,duc
452,duc,duc,duc,duc
453,duc,duc,duc,duc
454,duc,duc,duc,duc
455,duc,duc,duc,duc
456,duc,duc,duc,duc
457,duc,duc,duc,duc
458,duc,duc,duc,duc
459,duc,duc,duc,duc
460,duc,duc,duc,duc
461,duc,duc,duc,duc
462,duc,duc,duc,duc
463,duc,duc,duc,duc
464,duc,duc,duc,duc
465,duc,duc,duc,duc
466,duc,duc,duc,duc
467,duc,duc,duc,duc
468,duc,duc,duc,duc
469,duc,duc,duc,duc
470,duc,duc,duc,duc
471,duc,duc,duc,duc
472,duc,duc,duc,duc
473,duc,duc,duc,duc
474,duc,duc,duc,duc
475,duc,duc,duc,duc
476,duc,duc,duc,duc
477,duc,duc,duc,duc
478,duc,duc,duc,duc
479,duc,duc,duc,duc
480,duc,duc,duc,duc
481,duc,duc,duc,duc
482,duc,duc,duc,duc
483,duc,duc,duc,duc
484,duc,duc,duc,duc
485,duc,duc,duc,duc
486,duc,duc,duc,duc
487,duc,duc,duc,duc
488,duc,duc,duc,duc
489,duc,duc,duc,duc
490,duc,duc,duc,duc
491,duc,duc,duc,duc
492,duc,duc,duc,duc
493,duc,duc,duc,duc
494,duc,duc,duc,duc
495,duc,duc,duc,duc
496,duc,duc,duc,duc
497,duc,duc,duc,duc
498,duc,duc,duc,duc
499,duc,duc,duc,duc
500,duc,duc,duc,duc
501,duc,duc,duc,duc
502,duc,duc,duc,duc
503,duc,duc,duc,duc
504,duc,duc,duc,duc
505,duc,duc,duc,duc
506,duc,duc,duc,duc
507,duc,duc,duc,duc
508,duc,duc,duc,duc
509,duc,duc,duc,duc
510,duc,duc,duc,duc
511,duc,duc,duc,duc
512,duc,duc,duc,duc
513,duc,duc,duc,duc
514,duc,duc,duc,duc
515,duc,duc,duc,duc
516,duc,duc,duc,duc
517,duc,duc,duc,duc
518,duc,duc,duc,duc
519,duc,duc,duc,duc
520,duc,duc,duc,duc
521,duc,duc,duc,duc
522,duc,duc,duc,duc
523,duc,duc,duc,duc
524,duc,duc,duc,duc
525,duc,duc,duc,duc
526,duc,duc,duc,duc
527,duc,duc,duc,duc
528,duc,duc,duc,duc
529,duc,duc,duc,duc
530,duc,duc,duc,duc
531,duc,duc,duc,duc
532,duc,duc,duc,duc
533,duc,duc,duc,duc
534,duc,duc,duc,duc
535,duc,duc,duc,duc
536,duc,duc,duc,duc
537,duc,duc,duc,duc
538,duc,duc,duc,duc
539,duc,duc,duc,duc
540,duc,duc,duc,duc
541,duc,duc,duc,duc
542,duc,duc,duc,duc
543,duc,duc,duc,duc
544,duc,duc,duc,duc
545,duc,duc,duc,duc
546,duc,duc,duc,duc
547,duc,duc,duc,duc
548,duc,duc,duc,duc
549,duc,duc,duc,duc
550,duc,duc,duc,duc
551,duc,duc,duc,duc
552,duc,duc,duc,duc
553,duc,duc,duc,duc
554,duc,duc,duc,duc
555,duc,duc,duc,duc
556,duc,duc,duc,duc
557,duc,duc,duc,duc
558,duc,duc,duc,duc
559,duc,duc,duc,duc
560,duc,duc,duc,duc
561,duc,duc,duc,duc
562,duc,duc,duc,duc
563,duc,duc,duc,duc
564,duc,duc,duc,duc
565,duc,duc,duc,duc
566,duc,duc,duc,duc
567,duc,duc,duc,duc
568,duc,duc,duc,duc
569,duc,duc,duc,duc
570,duc,duc,duc,duc
571,duc,duc,duc,duc
572,duc,duc,duc,duc
573,duc,duc,duc,duc
574,duc,duc,duc,duc
575,duc,duc,duc,duc
576,duc,duc,duc,duc
577,duc,duc,duc,duc
578,duc,duc,duc,duc
579,duc,duc,duc,duc
580,duc,duc,duc,duc
581,duc,duc,duc,duc
582,duc,duc,duc,duc
583,duc,duc,duc,duc
584,duc,duc,duc,duc
585,duc,duc,duc,duc
586,duc,duc,duc,duc
587,duc,duc,duc,duc
588,duc,duc,duc,duc
589,duc,duc,duc,duc
590,duc,duc,duc,duc
591,duc,duc,duc,duc
592,duc,duc,duc,duc
593,duc,duc,duc,duc
594,duc,duc,duc,duc
595,duc,duc,duc,duc
596,duc,duc,duc,duc
597,duc,duc,duc,duc
598,duc,duc,duc,duc
599,duc,duc,duc,duc
600,duc,duc,duc,duc
601,duc,duc,duc,duc
602,duc,duc,duc,duc
603,duc,duc,duc,duc
604,duc,duc,duc,duc
605,duc,duc,duc,duc
606,duc,duc,duc,duc
607,duc,duc,duc,duc
608,duc,duc,duc,duc
609,duc,duc,duc,duc
610,duc,duc,duc,duc
611,duc,duc,duc,duc
612,duc,duc,duc,duc
613,duc,duc,duc,duc
614,duc,duc,duc,duc
615,duc,duc,duc,duc
616,duc,duc,duc,duc
617,duc,duc,duc,duc
618,duc,duc,duc,duc
619,duc,duc,duc,duc
620,duc,duc,duc,duc
621,duc,duc,duc,duc
622,duc,duc,duc,duc
623,duc,duc,duc,duc
624,duc,duc,duc,duc
625,duc,duc,duc,duc
626,duc,duc,duc,duc
627,duc,duc,duc,duc
628,duc,duc,duc,duc
629,duc,duc,duc,duc
630,duc,duc,duc,duc
631,duc,duc,duc,duc
632,duc,duc,duc,duc
633,duc,duc,duc,duc
634,duc,duc,duc,duc
635,duc,duc,duc,duc
636,duc,duc,duc,duc
637,duc,duc,duc,duc
638,duc,duc,duc,duc
639,duc,duc,duc,duc
640,duc,duc,duc,duc
641,duc,duc,duc,duc
642,duc,duc,duc,duc
643,duc,duc,duc,duc
644,duc,duc,duc,duc
645,duc,duc,duc,duc
646,duc,duc,duc,duc
647,duc,duc,duc,duc
648,duc,duc,duc,duc
649,duc,duc,duc,duc
650,duc,duc,duc,duc
651,duc,duc,duc,duc
652,duc,duc,duc,duc
653,duc,duc,duc,duc
654,duc,duc,duc,duc
655,duc,duc,duc,duc
656,duc,duc,duc,duc
657,duc,duc,duc,duc
658,duc,duc,duc,duc
659,duc,duc,duc,duc
660,duc,duc,duc,duc
661,duc,duc,duc,duc
662,duc,duc,duc,duc
663,duc,duc,duc,duc
664,duc,duc,duc,duc
665,duc,duc,duc,duc
666,duc,duc,duc,duc
667,duc,duc,duc,duc
668,duc,duc,duc,duc
669,duc,duc,duc,duc
670,duc,duc,duc,duc
671,duc,duc,duc,duc
672,duc,duc,duc,duc
673,duc,duc,duc,duc
674,duc,duc,duc,duc
675,duc,duc,duc,duc
676,duc,duc,duc,duc
677,duc,duc,duc,duc
678,duc,duc,duc,duc
679,duc,duc,duc,duc
680,duc,duc,duc,duc
681,duc,duc,duc,duc
682,duc,duc,duc,duc
683,duc,duc,duc,duc
684,duc,duc,duc,duc
685,duc,duc,duc,duc
686,duc,duc,duc,duc
687,duc,duc,duc,duc
688,duc,duc,duc,duc
689,duc,duc,duc,duc
690,duc,duc,duc,duc
691,duc,duc,duc,duc
692,duc,duc,duc,duc
693,duc,duc,duc,duc
694,duc,duc,duc,duc
695,duc,duc,duc,duc
696,duc,duc,duc,duc
697,duc,duc,duc,duc
698,duc,duc,duc,duc
699,duc,duc,duc,duc
700,duc,duc,duc,duc
701,duc,duc,duc,duc
702,duc,duc,duc,duc
703,duc,duc,duc,duc
704,duc,duc,duc,duc
705,duc,duc,duc,duc
706,duc,duc,duc,duc
707,duc,duc,duc,duc
708,duc,duc,duc,duc
709,duc,duc,duc,duc
710,duc,duc,duc,duc
711,duc,duc,duc,duc
712,duc,duc,duc,duc
713,duc,duc,duc,duc
714,duc,duc,duc,duc
715,duc,duc,duc,duc
716,duc,duc,duc,duc
717,duc,duc,duc,duc
718,duc,duc,duc,duc
719,duc,duc,duc,duc
720,duc,duc,duc,duc
721,duc,duc,duc,duc
722,duc,duc,duc,duc
723,duc,duc,duc,duc
724,duc,duc,duc,duc
725,duc,duc,duc,duc
726,duc,duc,duc,duc
727,duc,duc,duc,duc
728,duc,duc,duc,duc
729,duc,duc,duc,duc
730,duc,duc,duc,duc
731,duc,duc,duc,duc
732,duc,duc,duc,duc
733,duc,duc,duc,duc
734,duc,duc,duc,duc
735,duc,duc,duc,duc
736,duc,duc,duc,duc
737,duc,duc,duc,duc
738,duc,duc,duc,duc
739,duc,duc,duc,duc
740,duc,duc,duc,duc
741,duc,duc,duc,duc
742,duc,duc,duc,duc
743,duc,duc,duc,duc
744,duc,duc,duc,duc
745,duc,duc,duc,duc
746,duc,duc,duc,duc
747,duc,duc,duc,duc
748,duc,duc,duc,duc
749,duc,duc,duc,duc
750,duc,duc,duc,duc
751,duc,duc,duc,duc
752,duc,duc,duc,duc
753,duc,duc,duc,duc
754,duc,duc,duc,duc
755,duc,duc,duc,duc
756,duc,duc,duc,duc
757,duc,duc,duc,duc
758,duc,duc,duc,duc
759,duc,duc,duc,duc
760,duc,duc,duc,duc
761,duc,duc,duc,duc
762,duc,duc,duc,duc
763,duc,duc,duc,duc
764,duc,duc,duc,duc
765,duc,duc,duc,duc
766,duc,duc,duc,duc
767,duc,duc,duc,duc
768,duc,duc,duc,duc
769,duc,duc,duc,duc
770,duc,duc,duc,duc
771,duc,duc,duc,duc
772,duc,duc,duc,duc
773,duc,duc,duc,duc
774,duc,duc,duc,duc
775,duc,duc,duc,duc
776,duc,duc,duc,duc
777,duc,duc,duc,duc
778,duc,duc,duc,duc
779,duc,duc,duc,duc
780,duc,duc,duc,duc
781,duc,duc,duc,duc
782,duc,duc,duc,duc
783,duc,duc,duc,duc
784,duc,duc,duc,duc
785,duc,duc,duc,duc
786,duc,duc,duc,duc
787,duc,duc,duc,duc
788,duc,duc,duc,duc
789,duc,duc,duc,duc
790,duc,duc,duc,duc
791,duc,duc,duc,duc
792,duc,duc,duc,duc
793,duc,duc,duc,duc
794,duc,duc,duc,duc
795,duc,duc,duc,duc
796,duc,duc,duc,duc
797,duc,duc,duc,duc
798,duc,duc,duc,duc
799,duc,duc,duc,duc
800,duc,duc,duc,duc
801,duc,duc,duc,duc
802,duc,duc,duc,duc
803,duc,duc,duc,duc
804,duc,duc,duc,duc
805,duc,duc,duc,duc
806,duc,duc,duc,duc
807,duc,duc,duc,duc
808,duc,duc,duc,duc
809,duc,duc,duc,duc
810,duc,duc,duc,duc
811,duc,duc,duc,duc
812,duc,duc,duc,duc
813,duc,duc,duc,duc
814,duc,duc,duc,duc
815,duc,duc,duc,duc
816,duc,duc,duc,duc
817,duc,duc,duc,duc
818,duc,duc,duc,duc
819,duc,duc,duc,duc
820,duc,duc,duc,duc
821,duc,duc,duc,duc
822,duc,duc,duc,duc
823,duc,duc,duc,duc
824,duc,duc,duc,duc
825,duc,duc,duc,duc
826,duc,duc,duc,duc
827,duc,duc,duc,duc
828,duc,duc,duc,duc
829,duc,duc,duc,duc
830,duc,duc,duc,duc
831,duc,duc,duc,duc
832,duc,duc,duc,duc
833,duc,duc,duc,duc
834,duc,duc,duc,duc
835,duc,duc,duc,duc
836,duc,duc,duc,duc
837,duc,duc,duc,duc
838,duc,duc,duc,duc
839,duc,duc,duc,duc
840,duc,duc,duc,duc
841,duc,duc,duc,duc
842,duc,duc,duc,duc
843,duc,duc,duc,duc
844,duc,duc,duc,duc
845,duc,duc,duc,duc
846,duc,duc,duc,duc
847,duc,duc,duc,duc
848,duc,duc,duc,duc
849,duc,duc,duc,duc
850,duc,duc,duc,duc
851,duc,duc,duc,duc
852,duc,duc,duc,duc
853,duc,duc,duc,duc
854,duc,duc,duc,duc
855,duc,duc,duc,duc
856,duc,duc,duc,duc
857,duc,duc,duc,duc
858,duc,duc,duc,duc
859,duc,duc,duc,duc
860,duc,duc,duc,duc
861,duc,duc,duc,duc
862,duc,duc,duc,duc
863,duc,duc,duc,duc
864,duc,duc,duc,duc
865,duc,duc,duc,duc
866,duc,duc,duc,duc
867,duc,duc,duc,duc
868,duc,duc,duc,duc
869,duc,duc,duc,duc
870,duc,duc,duc,duc
871,duc,duc,duc,duc
872,duc,duc,duc,duc
873,duc,duc,duc,duc
874,duc,duc,duc,duc
875,duc,duc,duc,duc
876,duc,duc,duc,duc
877,duc,duc,duc,duc
878,duc,duc,duc,duc
879,duc,duc,duc,duc
880,duc,duc,duc,duc
881,duc,duc,duc,duc
882,duc,duc,duc,duc
883,duc,duc,duc,duc
884,duc,duc,duc,duc
885,duc,duc,duc,duc
886,duc,duc,duc,duc
887,duc,duc,duc,duc
888,duc,duc,duc,duc
889,duc,duc,duc,duc
890,duc,duc,duc,duc
891,duc,duc,duc,duc
892,duc,duc,duc,duc
893,duc,duc,duc,duc
894,duc,duc,duc,duc
895,duc,duc,duc,duc
896,duc,duc,duc,duc
897,duc,duc,duc,duc
898,duc,duc,duc,duc
899,duc,duc,duc,duc
900,duc,duc,duc,duc
901,duc,duc,duc,duc
902,duc,duc,duc,duc
903,duc,duc,duc,duc
904,duc,duc,duc,duc
905,duc,duc,duc,duc
906,duc,duc,duc,duc
907,duc,duc,duc,duc
908,duc,duc,duc,duc
909,duc,duc,duc,duc
910,duc,duc,duc,duc
911,duc,duc,duc,duc
912,duc,duc,duc,duc
913,duc,duc,duc,duc
914,duc,duc,duc,duc
915,duc,duc,duc,duc
916,duc,duc,duc,duc
917,duc,duc,duc,duc
918,duc,duc,duc,duc
919,duc,duc,duc,duc
920,duc,duc,duc,duc
921,duc,duc,duc,duc
922,duc,duc,duc,duc
923,duc,duc,duc,duc
924,duc,duc,duc,duc
925,duc,duc,duc,duc
926,duc,duc,duc,duc
927,duc,duc,duc,duc
928,duc,duc,duc,duc
929,duc,duc,duc,duc
930,duc,duc,duc,duc
931,duc,duc,duc,duc
932,duc,duc,duc,duc
933,duc,duc,duc,duc
934,duc,duc,duc,duc
935,duc,duc,duc,duc
936,duc,duc,duc,duc
937,duc,duc,duc,duc
938,duc,duc,duc,duc
939,duc,duc,duc,duc
940,duc,duc,duc,duc
941,duc,duc,duc,duc
942,duc,duc,duc,duc
943,duc,duc,duc,duc
944,duc,duc,duc,duc
945,duc,duc,duc,duc
946,duc,duc,duc,duc
947,duc,duc,duc,duc
948,duc,duc,duc,duc
949,duc,duc,duc,duc
950,duc,duc,duc,duc
951,duc,duc,duc,duc
952,duc,duc,duc,duc
953,duc,duc,duc,duc
954,duc,duc,duc,duc
955,duc,duc,duc,duc
956,duc,duc,duc,duc
957,duc,duc,duc,duc
958,duc,duc,duc,duc
959,duc,duc,duc,duc
960,duc,duc,duc,duc
961,duc,duc,duc,duc
962,duc,duc,duc,duc
963,duc,duc,duc,duc
964,duc,duc,duc,duc
965,duc,duc,duc,duc
966,duc,duc,duc,duc
967,duc,duc,duc,duc
968,duc,duc,duc,duc
969,duc,duc,duc,duc
970,duc,duc,duc,duc
971,duc,duc,duc,duc
972,duc,duc,duc,duc
973,duc,duc,duc,duc
974,duc,duc,duc,duc
975,duc,duc,duc,duc
976,duc,duc,duc,duc
977,duc,duc,duc,duc
978,duc,duc,duc,duc
979,duc,duc,duc,duc
980,duc,duc,duc,duc
981,duc,duc,duc,duc
982,duc,duc,duc,duc
983,duc,duc,duc,duc
984,duc,duc,duc,duc
985,duc,duc,duc,duc
986,duc,duc,duc,duc
987,duc,duc,duc,duc
988,duc,duc,duc,duc
989,duc,duc,duc,duc
990,duc,duc,duc,duc
991,duc,duc,duc,duc
992,duc,duc,duc,duc
993,duc,duc,duc,duc
994,duc,duc,duc,duc
995,duc,duc,duc,duc
996,duc,duc,duc,duc
997,duc,duc,duc,duc
998,duc,duc,duc,duc
